Id,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
715,Icelandair,17:15,2021-07-24,2021-07-07,New York JFK,FI615,17:00,Departure
716,Icelandair,17:05,2021-07-24,2021-07-07,Seattle,FI681,17:05,Departure
717,Icelandair,17:10,2021-07-24,2021-07-07,Boston,FI631,17:15,Departure
718,Wizz Air,18:44,2021-07-24,2021-07-07,Katowice,W61168,18:50,Departure
719,Transavia,19:44,2021-07-24,2021-07-07,Amsterdam,HV6886,19:50,Departure
720,Lufthansa,01:13,2021-07-24,2021-07-06,Frankfurt,LH869,00:25,Departure
721,Icelandair,06:10,2021-07-24,2021-07-06,Luxembourg,FI1068,06:00,Departure
722,Icelandair,07:24,2021-07-24,2021-07-06,Zurich,FI568,07:20,Departure
723,Icelandair,07:17,2021-07-24,2021-07-06,Munchen,FI532,07:20,Departure
724,Icelandair,07:32,2021-07-24,2021-07-06,Frankfurt,FI520,07:25,Departure
725,Icelandair,07:46,2021-07-24,2021-07-06,Helsinki,FI342,07:30,Departure
726,Icelandair,07:48,2021-07-24,2021-07-06,París CDG,FI542,07:40,Departure
727,Icelandair,07:47,2021-07-24,2021-07-06,London Heathrow,FI450,07:40,Departure
728,Icelandair,07:40,2021-07-24,2021-07-06,Berlin Brandenburg,FI528,07:40,Departure
729,Icelandair,07:34,2021-07-24,2021-07-06,Amsterdam,FI500,07:40,Departure
730,Icelandair,07:52,2021-07-24,2021-07-06,Kaupmannahöfn,FI204,07:45,Departure
731,Icelandair,07:42,2021-07-24,2021-07-06,Hamborg,FI510,07:50,Departure
732,Neos,08:13,2021-07-24,2021-07-06,Malaga,NO2904,08:20,Departure
733,Delta,09:24,2021-07-24,2021-07-06,Minneapolis St Paul,DL261,09:30,Departure
734,Play,10:04,2021-07-24,2021-07-06,Tenerife South,OG620,10:05,Departure
735,SAS,10:14,2021-07-24,2021-07-06,Kaupmannahöfn,SK596,10:30,Departure
736,United Airlines,10:34,2021-07-24,2021-07-06,Chicago,UA913,10:30,Departure
737,British Airways,11:00,2021-07-24,2021-07-06,London Heathrow,BA801,10:45,Departure
738,Delta,11:21,2021-07-24,2021-07-06,New York JFK,DL247,11:15,Departure
739,United Airlines,11:10,2021-07-24,2021-07-06,New York Newark,UA967,11:20,Departure
740,Lufthansa,13:25,2021-07-24,2021-07-06,Frankfurt,LH857,13:35,Departure
741,Icelandair,16:09,2021-07-24,2021-07-06,London Heathrow,FI454,16:10,Departure
742,Wizz Air,17:27,2021-07-24,2021-07-06,Búdapest,W62428,16:30,Departure
743,Wizz Air,16:34,2021-07-24,2021-07-06,Vín,W62858,16:40,Departure
744,Icelandair,16:58,2021-07-24,2021-07-06,Washington Dulles,FI645,16:50,Departure
745,Icelandair,17:04,2021-07-24,2021-07-06,Portland,FI665,16:50,Departure
746,Icelandair,17:06,2021-07-24,2021-07-06,Denver,FI671,16:55,Departure
747,Icelandair,17:01,2021-07-24,2021-07-06,New York JFK,FI615,17:00,Departure
748,Icelandair,17:02,2021-07-24,2021-07-06,New York Newark,FI623,17:00,Departure
749,Icelandair,17:17,2021-07-24,2021-07-06,Seattle,FI681,17:05,Departure
750,Icelandair,17:37,2021-07-24,2021-07-06,Boston,FI631,17:15,Departure
751,Wizz Air,19:17,2021-07-24,2021-07-06,Mílanó,W65566,19:20,Departure
752,Wizz Air,20:48,2021-07-24,2021-07-06,Gdansk,W61774,20:50,Departure
753,Wizz Air,00:00,2021-07-24,2021-07-05,Varsjá,W61540,00:10,Departure
754,Lufthansa,00:32,2021-07-24,2021-07-05,Frankfurt,LH869,00:25,Departure
755,Eurowings,00:54,2021-07-24,2021-07-05,Dusseldorf,EW9281,00:30,Departure
756,Austrian,00:58,2021-07-24,2021-07-05,Vín,OS9762,01:00,Departure
757,Czech Airlines,01:31,2021-07-24,2021-07-05,Prag,OK461,01:30,Departure
758,Play,06:28,2021-07-24,2021-07-05,London Stansted,OG800,06:30,Departure
759,Icelandair,07:22,2021-07-24,2021-07-05,Genf,FI564,07:20,Departure
760,Icelandair,07:23,2021-07-24,2021-07-05,Frankfurt,FI520,07:25,Departure
761,Icelandair,07:48,2021-07-24,2021-07-05,Stokkhólmur,FI306,07:35,Departure
762,Icelandair,07:51,2021-07-24,2021-07-05,París CDG,FI542,07:40,Departure
763,Icelandair,07:40,2021-07-24,2021-07-05,Brussel,FI554,07:40,Departure
764,Icelandair,07:41,2021-07-24,2021-07-05,Amsterdam,FI500,07:40,Departure
765,Icelandair,07:48,2021-07-24,2021-07-05,London Heathrow,FI450,07:40,Departure
766,Icelandair,07:41,2021-07-24,2021-07-05,Kaupmannahöfn,FI204,07:45,Departure
767,Icelandair,07:51,2021-07-24,2021-07-05,Kaupmannahöfn,FI206,08:00,Departure
768,Transavia,08:56,2021-07-24,2021-07-05,Amsterdam,HV6886,08:45,Departure
769,Icelandair,09:02,2021-07-24,2021-07-05,Alicante,FI1582,08:50,Departure
770,Icelandair,09:12,2021-07-24,2021-07-05,Boston,FI635,09:20,Departure
771,Delta,09:28,2021-07-24,2021-07-05,Minneapolis St Paul,DL261,09:30,Departure
772,Delta,10:25,2021-07-24,2021-07-05,Boston,DL267,10:15,Departure
773,Atlantic Airways,10:18,2021-07-24,2021-07-05,Vagar,RC402,10:20,Departure
774,United Airlines,10:54,2021-07-24,2021-07-05,Chicago,UA913,10:30,Departure
775,SAS,10:22,2021-07-24,2021-07-05,Kaupmannahöfn,SK596,10:30,Departure
776,Delta,11:14,2021-07-24,2021-07-05,New York JFK,DL247,11:15,Departure
777,United Airlines,11:16,2021-07-24,2021-07-05,New York Newark,UA967,11:20,Departure
778,Air Baltic,15:06,2021-07-24,2021-07-05,Riga,BT170,15:10,Departure
779,Play,15:12,2021-07-24,2021-07-05,Berlin Brandenburg,OG704,15:15,Departure
780,Icelandair,16:04,2021-07-24,2021-07-05,Kaupmannahöfn,FI216,16:10,Departure
781,Icelandair,16:43,2021-07-24,2021-07-05,Billund,FI274,16:40,Departure
782,Icelandair,17:00,2021-07-24,2021-07-05,Chicago,FI853,16:45,Departure
783,Icelandair,17:07,2021-07-24,2021-07-05,Washington Dulles,FI645,16:50,Departure
784,Icelandair,17:23,2021-07-24,2021-07-05,Denver,FI671,16:55,Departure
785,Icelandair,17:17,2021-07-24,2021-07-05,New York Newark,FI623,17:00,Departure
786,Icelandair,17:17,2021-07-24,2021-07-05,New York JFK,FI615,17:00,Departure
787,Icelandair,17:45,2021-07-24,2021-07-05,Seattle,FI681,17:05,Departure
788,Vueling,17:03,2021-07-24,2021-07-05,Barcelona,VY8561,17:10,Departure
789,Icelandair,18:22,2021-07-24,2021-07-05,Boston,FI631,17:15,Departure
790,Wizz Air,19:53,2021-07-24,2021-07-05,Katowice,W61168,20:00,Departure
791,Wizz Air,00:00,2021-07-24,2021-07-04,Varsjá,W61540,00:10,Departure
792,Lufthansa,00:55,2021-07-24,2021-07-04,Munchen,LH2469,01:05,Departure
793,Czech Airlines,01:15,2021-07-24,2021-07-04,Prag,OK461,01:30,Departure
794,Iberia Express,01:34,2021-07-24,2021-07-04,Madríd,I23661,01:35,Departure
795,Play,06:25,2021-07-24,2021-07-04,London Stansted,OG800,06:30,Departure
796,Icelandair,07:23,2021-07-24,2021-07-04,Zurich,FI568,07:20,Departure
797,Icelandair,07:37,2021-07-24,2021-07-04,Frankfurt,FI520,07:25,Departure
798,Icelandair,07:38,2021-07-24,2021-07-04,Stokkhólmur,FI306,07:35,Departure
799,Icelandair,07:40,2021-07-24,2021-07-04,London Heathrow,FI450,07:40,Departure
800,Icelandair,07:36,2021-07-24,2021-07-04,París CDG,FI542,07:40,Departure
801,Icelandair,07:43,2021-07-24,2021-07-04,Brussel,FI554,07:40,Departure
802,Icelandair,07:31,2021-07-24,2021-07-04,Amsterdam,FI500,07:40,Departure
803,Icelandair,08:05,2021-07-24,2021-07-04,Berlin Brandenburg,FI528,07:40,Departure
804,Icelandair,07:44,2021-07-24,2021-07-04,Kaupmannahöfn,FI204,07:45,Departure
805,Icelandair,07:46,2021-07-24,2021-07-04,Kaupmannahöfn,FI206,08:00,Departure
806,Wizz Air,08:51,2021-07-24,2021-07-04,Wroclaw,W61898,08:55,Departure
807,EasyJet,09:32,2021-07-24,2021-07-04,Manchester,EZY1806,09:15,Departure
808,Delta,09:30,2021-07-24,2021-07-04,Minneapolis St Paul,DL261,09:30,Departure
809,EasyJet,09:54,2021-07-24,2021-07-04,London Luton,EZY2296,09:35,Departure
810,SAS,09:53,2021-07-24,2021-07-04,Kaupmannahöfn,SK596,09:55,Departure
811,Norwegian,10:00,2021-07-24,2021-07-04,Osló,DY1171,10:00,Departure
812,Delta,10:13,2021-07-24,2021-07-04,Boston,DL267,10:15,Departure
813,United Airlines,10:18,2021-07-24,2021-07-04,Chicago,UA913,10:30,Departure
814,Eurowings,10:32,2021-07-24,2021-07-04,Hamborg,EW7809,10:35,Departure
815,Delta,11:08,2021-07-24,2021-07-04,New York JFK,DL247,11:15,Departure
816,United Airlines,12:03,2021-07-24,2021-07-04,New York Newark,UA967,11:20,Departure
817,SAS,12:44,2021-07-24,2021-07-04,Osló,SK4788,12:45,Departure
818,Air Baltic,15:10,2021-07-24,2021-07-04,Riga,BT170,15:10,Departure
819,Play,14:58,2021-07-24,2021-07-04,Berlin Brandenburg,OG704,15:15,Departure
820,EasyJet,15:21,2021-07-24,2021-07-04,Edinborg,EZY6942,15:25,Departure
821,Icelandair,16:27,2021-07-24,2021-07-04,London Heathrow,FI454,16:10,Departure
822,Icelandair,16:36,2021-07-24,2021-07-04,Kaupmannahöfn,FI216,16:10,Departure
823,Icelandair,16:55,2021-07-24,2021-07-04,Chicago,FI853,16:45,Departure
824,Icelandair,16:55,2021-07-24,2021-07-04,Minneapolis St Paul,FI657,16:45,Departure
825,Icelandair,17:02,2021-07-24,2021-07-04,Washington Dulles,FI645,16:50,Departure
826,Icelandair,16:47,2021-07-24,2021-07-04,Denver,FI671,16:55,Departure
827,Icelandair,17:10,2021-07-24,2021-07-04,New York Newark,FI623,17:00,Departure
828,Icelandair,17:11,2021-07-24,2021-07-04,New York JFK,FI615,17:00,Departure
829,Icelandair,17:11,2021-07-24,2021-07-04,Seattle,FI681,17:05,Departure
830,Icelandair,17:17,2021-07-24,2021-07-04,Boston,FI631,17:15,Departure
831,Wizz Air,18:53,2021-07-24,2021-07-04,Riga,W62598,18:50,Departure
832,Transavia,19:50,2021-07-24,2021-07-04,Amsterdam,HV6888,20:05,Departure
833,Lufthansa,00:24,2021-07-24,2021-07-03,Frankfurt,LH869,00:25,Departure
834,Icelandair,07:31,2021-07-24,2021-07-03,Zurich,FI568,07:20,Departure
835,Icelandair,07:41,2021-07-24,2021-07-03,Munchen,FI532,07:20,Departure
836,Icelandair,07:33,2021-07-24,2021-07-03,Genf,FI564,07:20,Departure
837,Icelandair,07:23,2021-07-24,2021-07-03,Frankfurt,FI520,07:25,Departure
838,Icelandair,07:59,2021-07-24,2021-07-03,Stokkhólmur,FI306,07:35,Departure
839,Icelandair,08:04,2021-07-24,2021-07-03,London Heathrow,FI450,07:40,Departure
840,Icelandair,08:47,2021-07-24,2021-07-03,París CDG,FI542,07:40,Departure
841,Icelandair,08:09,2021-07-24,2021-07-03,Amsterdam,FI500,07:40,Departure
842,Icelandair,07:53,2021-07-24,2021-07-03,Brussel,FI554,07:40,Departure
843,Icelandair,07:49,2021-07-24,2021-07-03,Berlin Brandenburg,FI528,07:40,Departure
844,Icelandair,08:10,2021-07-24,2021-07-03,París CDG,FI544,07:45,Departure
845,Icelandair,08:04,2021-07-24,2021-07-03,Kaupmannahöfn,FI204,07:45,Departure
846,Icelandair,08:31,2021-07-24,2021-07-03,Kaupmannahöfn,FI206,08:00,Departure
847,Icelandair,08:43,2021-07-24,2021-07-03,Tenerife South,FI580,08:40,Departure
848,Icelandair,Aflýst,2021-07-24,2021-07-03,Boston,FI635,09:20,Departure
849,Delta,09:29,2021-07-24,2021-07-03,Minneapolis St Paul,DL261,09:30,Departure
850,Play,10:50,2021-07-24,2021-07-03,Tenerife South,OG620,10:05,Departure
851,British Airways,10:39,2021-07-24,2021-07-03,London Heathrow,BA801,10:10,Departure
852,Delta,10:19,2021-07-24,2021-07-03,Boston,DL267,10:15,Departure
853,United Airlines,10:26,2021-07-24,2021-07-03,Chicago,UA913,10:30,Departure
854,Delta,11:19,2021-07-24,2021-07-03,New York JFK,DL247,11:15,Departure
855,United Airlines,11:21,2021-07-24,2021-07-03,New York Newark,UA967,11:20,Departure
856,Lufthansa,13:27,2021-07-24,2021-07-03,Frankfurt,LH857,13:35,Departure
857,Wizz Air,15:37,2021-07-24,2021-07-03,Dortmund,W64714,15:50,Departure
858,Edelweiss,16:36,2021-07-24,2021-07-03,Zurich,WK301,16:30,Departure
859,Icelandair,16:53,2021-07-24,2021-07-03,Chicago,FI853,16:45,Departure
860,Icelandair,16:56,2021-07-24,2021-07-03,Minneapolis St Paul,FI657,16:45,Departure
861,Icelandair,17:05,2021-07-24,2021-07-03,Portland,FI665,16:50,Departure
862,Icelandair,16:53,2021-07-24,2021-07-03,Washington Dulles,FI645,16:50,Departure
863,Icelandair,17:07,2021-07-24,2021-07-03,Denver,FI671,16:55,Departure
864,Wizz Air,16:55,2021-07-24,2021-07-03,Vín,W62858,16:55,Departure
865,Icelandair,17:03,2021-07-24,2021-07-03,New York JFK,FI615,17:00,Departure
866,Icelandair,17:49,2021-07-24,2021-07-03,Seattle,FI681,17:05,Departure
867,Vueling,17:03,2021-07-24,2021-07-03,Barcelona,VY8561,17:10,Departure
868,Icelandair,18:53,2021-07-24,2021-07-03,Boston,FI631,17:15,Departure
869,Icelandair,Aflýst,2021-07-24,2021-07-03,Seattle,FI683,17:50,Departure
870,Wizz Air,17:53,2021-07-24,2021-07-03,London Luton,W94498,17:55,Departure
871,Wizz Air,18:42,2021-07-24,2021-07-03,Gdansk,W61774,18:35,Departure
872,Wizz Air,18:45,2021-07-24,2021-07-03,Búdapest,W62428,18:40,Departure
873,Wizz Air,19:46,2021-07-24,2021-07-03,Mílanó,W65566,19:20,Departure
874,Wizz Air,14:00,2021-07-24,2021-07-02,Varsjá,W61540,00:05,Departure
875,Eurowings,00:30,2021-07-24,2021-07-02,Dusseldorf,EW9281,00:30,Departure
876,Lufthansa,01:54,2021-07-24,2021-07-02,Munchen,LH2469,02:00,Departure
877,Icelandair,07:33,2021-07-24,2021-07-02,Zurich,FI568,07:20,Departure
878,Icelandair,07:47,2021-07-24,2021-07-02,Frankfurt,FI520,07:25,Departure
879,Icelandair,07:53,2021-07-24,2021-07-02,Stokkhólmur,FI306,07:35,Departure
880,Icelandair,07:48,2021-07-24,2021-07-02,Amsterdam,FI500,07:40,Departure
881,Icelandair,08:00,2021-07-24,2021-07-02,París CDG,FI542,07:40,Departure
882,Icelandair,07:43,2021-07-24,2021-07-02,London Heathrow,FI450,07:40,Departure
883,Icelandair,07:50,2021-07-24,2021-07-02,Kaupmannahöfn,FI204,07:45,Departure
884,Icelandair,08:05,2021-07-24,2021-07-02,Osló,FI318,07:50,Departure
885,Neos,08:18,2021-07-24,2021-07-02,Chania,NO5958,08:20,Departure
886,Delta,09:27,2021-07-24,2021-07-02,Minneapolis St Paul,DL261,09:30,Departure
887,Delta,10:02,2021-07-24,2021-07-02,Boston,DL267,10:15,Departure
888,SAS,10:32,2021-07-24,2021-07-02,Kaupmannahöfn,SK596,10:30,Departure
889,United Airlines,11:14,2021-07-24,2021-07-02,Chicago,UA913,10:30,Departure
890,Delta,11:11,2021-07-24,2021-07-02,New York JFK,DL247,11:15,Departure
891,United Airlines,11:09,2021-07-24,2021-07-02,New York Newark,UA967,11:20,Departure
892,SAS,11:26,2021-07-24,2021-07-02,Osló,SK4788,11:25,Departure
893,Atlantic Airways,12:00,2021-07-24,2021-07-02,Vagar,RC402,12:00,Departure
894,Air Baltic,15:17,2021-07-24,2021-07-02,Riga,BT170,15:10,Departure
895,Play,15:07,2021-07-24,2021-07-02,Berlin Brandenburg,OG704,15:15,Departure
896,Icelandair,16:15,2021-07-24,2021-07-02,Kaupmannahöfn,FI216,16:10,Departure
897,Icelandair,16:25,2021-07-24,2021-07-02,Billund,FI274,16:40,Departure
898,Icelandair,17:09,2021-07-24,2021-07-02,Chicago,FI853,16:45,Departure
899,Icelandair,16:49,2021-07-24,2021-07-02,Washington Dulles,FI645,16:50,Departure
900,Icelandair,17:14,2021-07-24,2021-07-02,Denver,FI671,16:55,Departure
901,Icelandair,17:10,2021-07-24,2021-07-02,New York JFK,FI615,17:00,Departure
902,Icelandair,16:58,2021-07-24,2021-07-02,New York Newark,FI623,17:00,Departure
903,Icelandair,17:04,2021-07-24,2021-07-02,Seattle,FI681,17:05,Departure
904,Icelandair,17:15,2021-07-24,2021-07-02,Boston,FI631,17:15,Departure
905,Transavia,18:50,2021-07-24,2021-07-02,Amsterdam,HV6886,18:50,Departure
906,Wizz Air,20:06,2021-07-24,2021-07-02,Katowice,W61168,20:00,Departure
907,Lufthansa,00:23,2021-07-24,2021-07-01,Frankfurt,LH869,00:25,Departure
908,Czech Airlines,01:21,2021-07-24,2021-07-01,Prag,OK461,01:30,Departure
909,Icelandair,07:35,2021-07-24,2021-07-01,Munchen,FI532,07:20,Departure
910,Icelandair,07:25,2021-07-24,2021-07-01,Frankfurt,FI520,07:25,Departure
911,Icelandair,07:45,2021-07-24,2021-07-01,Stokkhólmur,FI306,07:35,Departure
912,Icelandair,07:35,2021-07-24,2021-07-01,Amsterdam,FI500,07:40,Departure
913,Icelandair,07:47,2021-07-24,2021-07-01,London Heathrow,FI450,07:40,Departure
914,Icelandair,08:05,2021-07-24,2021-07-01,Brussel,FI554,07:40,Departure
915,Icelandair,07:46,2021-07-24,2021-07-01,París CDG,FI542,07:40,Departure
916,Icelandair,07:54,2021-07-24,2021-07-01,Berlin Brandenburg,FI528,07:40,Departure
917,Icelandair,07:55,2021-07-24,2021-07-01,Kaupmannahöfn,FI204,07:45,Departure
918,Icelandair,07:54,2021-07-24,2021-07-01,París CDG,FI544,07:45,Departure
919,Icelandair,08:08,2021-07-24,2021-07-01,Kaupmannahöfn,FI206,08:00,Departure
920,Neos,08:40,2021-07-24,2021-07-01,Alicante,NO4902,08:20,Departure
921,EasyJet,09:03,2021-07-24,2021-07-01,London Luton,EZY2296,08:45,Departure
922,Icelandair,08:53,2021-07-24,2021-07-01,Alicante,FI1582,08:50,Departure
923,EasyJet,09:00,2021-07-24,2021-07-01,Manchester,EZY1806,09:00,Departure
924,Icelandair,09:21,2021-07-24,2021-07-01,Boston,FI635,09:20,Departure
925,Delta,09:30,2021-07-24,2021-07-01,Minneapolis St Paul,DL261,09:30,Departure
926,Delta,10:05,2021-07-24,2021-07-01,Boston,DL267,10:15,Departure
927,British Airways,10:46,2021-07-24,2021-07-01,London Heathrow,BA801,10:40,Departure
928,Delta,11:13,2021-07-24,2021-07-01,New York JFK,DL247,11:15,Departure
929,United Airlines,11:22,2021-07-24,2021-07-01,New York Newark,UA967,11:20,Departure
930,Lufthansa,13:31,2021-07-24,2021-07-01,Frankfurt,LH857,13:35,Departure
931,Eurowings,14:06,2021-07-24,2021-07-01,Hamborg,EW7809,14:20,Departure
932,EasyJet,14:49,2021-07-24,2021-07-01,Edinborg,EZY6942,15:05,Departure
933,Play,15:07,2021-07-24,2021-07-01,London Stansted,OG804,15:15,Departure
934,Icelandair,17:05,2021-07-24,2021-07-01,Kaupmannahöfn,FI216,16:10,Departure
935,Icelandair,16:56,2021-07-24,2021-07-01,Minneapolis St Paul,FI657,16:45,Departure
936,Icelandair,17:26,2021-07-24,2021-07-01,Washington Dulles,FI645,16:50,Departure
